utterance_id,wav_path,text
speech_0025_b7cb16176dd6_seg_005,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0025_b7cb16176dd6_seg_005.wav,"El mensajero malo caerá en el mal, pero el mensajero fiel es como medicina, el que despreci el consejo tendrá pobreza y vergüenza, pero el que hace para la corrección será honrado, el deseo cumplido alegra el alma, pero apartarse el mal es algo que los"
speech_0025_b7cb16176dd6_seg_006,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0025_b7cb16176dd6_seg_006.wav,nechos te testan.
speech_0025_b7cb16176dd6_seg_008,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0025_b7cb16176dd6_seg_008.wav,"para el justo. En el campo sin cultivar de los pobres hay mucho pan, pero el se pierde por falta de juicio, el que no corregia a su hijo lo odia, pero el que lo ama correge temprano."
speech_0025_b7cb16176dd6_seg_009,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0025_b7cb16176dd6_seg_009.wav,"El justo come hasta saciarse, pero el vientre de los malvados pasarán de ciudad."
speech_0026_082e801ba327_seg_001,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0026_082e801ba327_seg_001.wav,"la mujer savia edifica su casa, pero la nesia con sus manos la destruye, el que camina en su rectitud teme a Jehová, pero le perverso en sus caminos lo desprecia. En la boca del nesio está la vara de la soberbia, pero los sabios de los sabios los guardarán, pero los labios de los"
speech_0026_082e801ba327_seg_002,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0026_082e801ba327_seg_002.wav,"sabios los guardarán. Sin voy el granero está vacío, pero la fuerza del voy hay abundancia de pan. El testigo verdadero no mentira, pero el testigo falso dirá mentiras, el burlador"
speech_0026_082e801ba327_seg_003,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0026_082e801ba327_seg_003.wav,"busca la sabiduría y no le encuentra, pero para el hombre entendido la sabiduría es fácil."
speech_0026_082e801ba327_seg_004,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0026_082e801ba327_seg_004.wav,"Alegate del hombre Nesio, porque él no encontrarás palabras de conocimiento. La sabiduría del prudente es entender su camino, pero la insensatez de los Nesios es engaño. Los Nesios se borlan del pecado, pero entre los rectos hay favor. El corazón conoce la"
speech_0026_082e801ba327_seg_005,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0026_082e801ba327_seg_005.wav,"margura de su alma y un extraño no participara de su alegría. La casa de lo malvado será destruida, pero florecerá en la tienda de los rectos. Hay camino que el hombre le parece derecho, pero su fin son caminos de muerte, aún en la"
speech_0026_082e801ba327_seg_006,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0026_082e801ba327_seg_006.wav,risa del corazón puede tener dolor y el final de la alegría es tristeza. El descarneo se saciará de sus propios caminos y el hombre de bien estará contento con el suyo. El ingeno cree que todo lo que oye pero el prudente entiende
speech_0027_4746ccb301b2_seg_001,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0027_4746ccb301b2_seg_001.wav,"La respuesta suave quita la ira, pero la palabra dura hace aumentar el enojo."
speech_0027_4746ccb301b2_seg_003,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0027_4746ccb301b2_seg_003.wav,"Los ojos de Jehová están en todo lugar, mirando a los malos y a los buenos."
speech_0027_4746ccb301b2_seg_004,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0027_4746ccb301b2_seg_004.wav,"La lengua sana es árbol de vida, pero la perversidad en ella es quiebre del espíritu."
speech_0027_4746ccb301b2_seg_005,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0027_4746ccb301b2_seg_005.wav,"El necio desprecia el enojo de su padre, pero el que acepta la corrección llegará a ser prudente."
speech_0027_4746ccb301b2_seg_006,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0027_4746ccb301b2_seg_006.wav,"La casa del justo hay gran provisión, pero hay problemas en las ganancias del malvado."
speech_0027_4746ccb301b2_seg_007,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0027_4746ccb301b2_seg_007.wav,"Los labios de los sabios es para sin sabiduría, pero no así el corazón de los necios, que El sacrificio de los malvados es abominación a Jehová, pero la oración de los rectos le agrada, la reprensión molesta al que se aleja del camino y el que odia la corrección"
speech_0027_4746ccb301b2_seg_008,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0027_4746ccb301b2_seg_008.wav,"morirá, el infierno y la perdición están delante de Jehová."
speech_0027_4746ccb301b2_seg_009,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0027_4746ccb301b2_seg_009.wav,"Cuanto más corazón de los hombres, el burlador no ama al que lo corrige, ni se cerca, a los avias."
speech_0028_f24c96813f8a_seg_001,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0028_f24c96813f8a_seg_001.wav,"De los hombres son los planes del corazón, pero de Jehová viene la respuesta de la lengua."
speech_0028_f24c96813f8a_seg_002,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0028_f24c96813f8a_seg_002.wav,"Todos los caminos de los hombres son puros en su propia opinión, pero Jehová pesa los espíritus."
speech_0028_f24c96813f8a_seg_004,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0028_f24c96813f8a_seg_004.wav,Todas las cosas ha hecho Jehová para sí mismo y aún al malvado para el día del malo.
speech_0028_f24c96813f8a_seg_005,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0028_f24c96813f8a_seg_005.wav,"Abominación es jova, abominación es a jova todo altivo de corazón, aunque se junte, mano con mano no quedarán sin castigo, con misericordia y verdad se corriga el pecado"
speech_0028_f24c96813f8a_seg_006,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0028_f24c96813f8a_seg_006.wav,y con el temor de jova los hombres se apartarán del mald.
speech_0028_f24c96813f8a_seg_007,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0028_f24c96813f8a_seg_007.wav,"Cuando los caminos del hombre agradan a jova, aun en sus enemigos hacen estar en paz con el mejor es, mejor es lo poco con justicia que grandes ganancias sin derecho, el corazón del hombre planea su camino pero Giovanni dirige a sus pasos, a eliminación a los labios"
speech_0028_f24c96813f8a_seg_008,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0028_f24c96813f8a_seg_008.wav,"del rey en el juicio su boca no falla, peso y al avanzas justas son de Giovanni, obras las uyas son todas las penas, las piezas de la bolsa y esa abominación para dos reis"
speech_0028_f24c96813f8a_seg_009,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0028_f24c96813f8a_seg_009.wav,"a ser maldad, porque con justicia se afirma el trono."
speech_0029_06e003737ae0_seg_001,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0029_06e003737ae0_seg_001.wav,mejor es un bocado seco y en paz que la casa de playtool llena de provisiones el siervo prudente se enseñará de su hijo que se honra y entre los hermanos repartir a la herencia
speech_0029_06e003737ae0_seg_002,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0029_06e003737ae0_seg_002.wav,el crisol para la plata y lorno para el oro pero que va a prueba los corazones el mano está atento al salario malvado y el mentiroso escucha la lengua calumñadora el que se borla del pobre o fende a su accedor y el que se alegra en la calamidad no quedará
speech_0029_06e003737ae0_seg_003,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0029_06e003737ae0_seg_003.wav,"sin castigo. Corona de los ancianos son los hijos de los hijos y la honra de los hijos sus padres. No conviene al necio el hablar activamente, cuanto menos al príncipe el labio mentiroso."
speech_0029_06e003737ae0_seg_005,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0029_06e003737ae0_seg_005.wav,"El que cubre es la falta busca a mi estat, pero el que repite la palabra aparta al amigo."
speech_0029_06e003737ae0_seg_006,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0029_06e003737ae0_seg_006.wav,"Aprovecha la reprensión en el entendido, más que cien veces casi gran necio."
speech_0029_06e003737ae0_seg_007,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0029_06e003737ae0_seg_007.wav,"rebelde no busca sino mal y el mensajero cruel será contra el enviado, mejor es que se encuentre un hombre con una cosa a la cual han robado sus cachorros que con un escio en su necesidad, el que da mal por bien no se apartará el mal de su casa, el que comienza"
speech_0029_06e003737ae0_seg_008,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0029_06e003737ae0_seg_008.wav,"la contienda es como quien suelta las aguas. Deja pues la discusión antes de que se complique, el que justifica el malvado y el que condena al justo, ambos son a homilación a jova."
speech_0029_06e003737ae0_seg_009,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0029_06e003737ae0_seg_009.wav,¿De qué sirve el dinero en la mano del necio para comprar sabiduría no teniendo entendimiento?
speech_0029_06e003737ae0_seg_010,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0029_06e003737ae0_seg_010.wav,En todo tiempo ama el amigo y el hermano para la angustia es nacido.
speech_0030_1aa680eb4d1c_seg_001,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_001.wav,Según su propia entojo busca el que se desvia y se entromete en todo asunto.
speech_0030_1aa680eb4d1c_seg_002,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_002.wav,No toma placer el necio en la inteligencia si no hay mostrar lo que hay en su corazón.
speech_0030_1aa680eb4d1c_seg_003,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_003.wav,Cuando viene el malvado viene también el desprecio y con el de sonro la afrenta.
speech_0030_1aa680eb4d1c_seg_005,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_005.wav,Tener favoritismo hacia el malvado para hacer caer al justo en su derecho no es bueno.
speech_0030_1aa680eb4d1c_seg_006,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_006.wav,Los Davios del Necio traen pleito y su boca provoca discusiones.
speech_0030_1aa680eb4d1c_seg_007,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_007.wav,La boca del Necio es ruina para sí mismo y su Davios son una trampa para su alma.
speech_0030_1aa680eb4d1c_seg_008,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_008.wav,Las palabras del quimoso parecen suaves y llegan hasta lo más profundo del ser.
speech_0030_1aa680eb4d1c_seg_009,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_009.wav,También el que es negligente en su trabajo es hermano del hombre que destruye.
speech_0030_1aa680eb4d1c_seg_010,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_010.wav,"Torreforte es el hombre de Jehová, a él corregra el justo y será levantado, la riqueza del rico con su ciudad fortificada y como un muro alto en su imaginación."
speech_0030_1aa680eb4d1c_seg_011,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_011.wav,"Antes del desastre se eleve el corazón del hombre y antes de la honra está la humildad, el que responde antes de escuchar es insensateci vergüenza, el ánimo del hombre soporta su enfermedad, pero ¿quién suportará un ánimo angustiado?"
speech_0030_1aa680eb4d1c_seg_012,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0030_1aa680eb4d1c_seg_012.wav,El corazón del entendido adquiere sabiduría y el oído de los sabios busca el conocimiento.
speech_0031_e269df449fea_seg_001,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0031_e269df449fea_seg_001.wav,"Lago no empieza en la garganta, empieza antes, en la respiración, en la intención y en ese instante en breve, en el que decimos hablar. Esta mañana la ciudad parecía despertar con la entitud de la ventana refleja una luz suave. Los árboles se movían apenas con el viento y a los lejos alguien"
speech_0031_e269df449fea_seg_003,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0031_e269df449fea_seg_003.wav,"iré a salir el aire sin esfuerzo. Al hablar intenté no impujar las palabras, sino permitir que aparecieron con claridad. Hay frases que necesitan energía. ¿Qué extrahorrinario de descubrir una idea nueva? Otra necesitan calma, no hay ninguna razón para preocuparse,"
speech_0031_e269df449fea_seg_004,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0031_e269df449fea_seg_004.wav,"Si algunas piden una pausa, porque el silencio también comunica, miren hacia el horizonte y pensé, ¿cuántas veces hablamos sin escuchar realmente nuestra propia voz?"
speech_0031_e269df449fea_seg_005,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0031_e269df449fea_seg_005.wav,"Una buena voz no tiene que ser perfecta, tiene que ser comprensible, flexible y auténtica, pueden subir, bajar, acelerar, detenerse, puede transmitir entusiasmo, autoridad, curiosidad"
speech_0031_e269df449fea_seg_006,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0031_e269df449fea_seg_006.wav,"o serenidad, por eso cuando profo. Nunció cada palabra, procuro terminar las consonantes a voyer bien las vocales y mantener un rimo natural, presión, proyección, presencia,"
speech_0031_e269df449fea_seg_007,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0031_e269df449fea_seg_007.wav,"tres palabras sencillas pero útiles. Ahora respiro otra vez, mantengo los sonros relajados, mandí volar libre la mirada al frente, y digo con claridad. Mi voz tiene intención, mi voz tiene el ritmo, mi voz puede contar una historia."
speech_0032_6d19ea1a2787_seg_001,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_001.wav,"Hoy quiero probar amigos de distintas maneras, tranquila, enérgica, cercana, precisa y natural."
speech_0032_6d19ea1a2787_seg_002,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_002.wav,"En piezo de espacio, la tarde cae sobre la ciudad y el ruido de mi no y poco a poco."
speech_0032_6d19ea1a2787_seg_003,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_003.wav,"Una bicicleta cruza la avenida, alguien conversa en una esquina y desde una ventana abierta se escucha música a los lejos."
speech_0032_6d19ea1a2787_seg_004,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_004.wav,"Ahora cambie el ritmo, tengo una idea, tomo una decisión y avance, habló con energía, marco las palabras importantes y mantengo una respiración firme, no necesito correr, necesito comunicar."
speech_0032_6d19ea1a2787_seg_006,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_006.wav,¿Suena claro natural y convincente?
speech_0032_6d19ea1a2787_seg_007,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_007.wav,¿Puedo mantener el mismo tono cuando hago una pregunta?
speech_0032_6d19ea1a2787_seg_008,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_008.wav,"Sí, puedo, también puedo hablar con sorpresa."
speech_0032_6d19ea1a2787_seg_009,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_009.wav,"No es poderaba encontrar algo así. Cuentuciando, esto es excelente, vamos a intentarlo una vez más."
speech_0032_6d19ea1a2787_seg_010,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_010.wav,"Con serenidad, todo está bien, podemos resolverlo con calma."
speech_0032_6d19ea1a2787_seg_011,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_011.wav,"Y con determinación, sé lo que quiero decir y voy a expresarlo con claridad."
speech_0032_6d19ea1a2787_seg_012,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_012.wav,Ahora practicos sonidos diferentes.
speech_0032_6d19ea1a2787_seg_013,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_013.wav,"Piedro prepara, pampa para la primera parada."
speech_0032_6d19ea1a2787_seg_014,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_014.wav,"en la abre, una botella de agua fría, Carlos corre cerca del parque central, Rosa revisa rápidamente cuatro carpetas rojas, Javier viaja jueves y viernes por trabajo, Lucía eligió una pequeña caja azul, 1, 2, 3, 4, 5, 10, 20, 30, 40 y 50, son las 7, 28, son"
speech_0032_6d19ea1a2787_seg_016,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_016.wav,comparar cada alternativa y elegir solamente cuando tuvieramos suficiente información.
speech_0032_6d19ea1a2787_seg_017,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_017.wav,"Pausa, respiro, y continuo una voz más cercana como si estuviera hablando con una sola persona."
speech_0032_6d19ea1a2787_seg_018,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_018.wav,"Me alegra que te es aquí, quiero contarte algo importante, pero no hace falta apresurarnos."
speech_0032_6d19ea1a2787_seg_019,D:\Proyectos\LYKENOX-Voice-Engine\datasets\lykenox\identity_voice\prepared\speech_segmented\wav\speech_0032_6d19ea1a2787_seg_019.wav,"Escucha esta frase con atención y fíjate cómo cambia el significado cuando cambia el ritmo, la intención o el volumen."
